pairID,minute,touching,treatment,hive
A_A15,154,0,Ringers,Garden
A_A16,154,0,Ringers,Garden
A_A17,154,0,Ringers,Garden
A_A18,154,1,Ringers,Garden
A_A19,154,1,Ringers,Garden
A_A20,154,1,Ringers,Garden
A_A21,154,1,Ringers,Garden
A_A22,154,1,Ringers,Garden
A_A23,154,1,Ringers,Garden
A_A24,154,0,Ringers,Garden
A_A25,154,1,Ringers,Garden
A_A26,154,1,Ringers,Garden
A_A27,154,0,Ringers,Garden
A_A28,154,1,Ringers,Garden
A_A29,154,1,Ringers,Garden
A_A30,154,1,Ringers,Garden
A_A31,154,1,Ringers,Garden
A_A32,154,1,Ringers,Garden
A_B1,154,1,Ringers,Garden
A_B2,154,1,Ringers,Garden
A_B3,154,1,Ringers,Garden
A_B4,154,1,Ringers,Garden
A_B5,154,1,Ringers,Garden
A_B6,154,1,Ringers,Garden
A_B7,154,0,Ringers,Garden
A_B8,154,1,Ringers,Garden
A_B9,154,1,Ringers,Garden
A_B10,154,1,Ringers,Garden
A_B11,154,0,Ringers,Garden
A_B12,154,0,Ringers,Garden
A_B13,154,1,Ringers,Garden
A_B14,154,0,Ringers,Garden
A_B15,154,1,Ringers,Garden
A_B16,154,1,Ringers,Garden
A_B17,154,1,Ringers,Garden
A_B18,154,1,Ringers,Garden
A_B19,154,1,Ringers,Garden
A_B20,154,1,Ringers,Garden
A_B21,154,0,Ringers,Garden
A_B22,154,1,Ringers,Garden
A_B23,154,1,Ringers,Garden
A_B24,154,1,Ringers,Garden
A_B25,154,1,Ringers,Garden
A_B26,154,1,Ringers,Garden
A_B27,154,1,Ringers,Garden
A_B28,154,1,Ringers,Garden
A_B29,154,0,Ringers,Garden
A_B30,154,1,Ringers,Garden
A_B31,154,1,Ringers,Garden
A_B32,154,1,Ringers,Garden
A_B33,154,1,Ringers,Garden
A_B34,154,1,Ringers,Garden
A_B35,154,1,Ringers,Garden
A_B36,154,0,Ringers,Garden
A_B37,154,1,Ringers,Garden
A_B38,154,1,Ringers,Garden
A_C1,154,1,LPS,Garden
A_C2,154,1,LPS,Garden
A_C3,154,0,LPS,Garden
A_C4,154,1,LPS,Garden
A_C5,154,1,LPS,Garden
A_C6,154,0,LPS,Garden
A_C7,154,0,LPS,Garden
A_C8,154,1,LPS,Garden
A_C9,154,1,LPS,Garden
A_C10,154,0,LPS,Garden
A_C11,154,1,LPS,Garden
A_C12,154,1,LPS,Garden
A_C13,154,1,LPS,Garden
A_C14,154,1,LPS,Garden
A_C15,154,1,LPS,Garden
A_C16,154,1,LPS,Garden
A_C17,154,1,LPS,Garden
A_C18,154,1,LPS,Garden
A_C19,154,1,LPS,Garden
A_C20,154,1,LPS,Garden
A_C21,154,1,LPS,Garden
A_C22,154,0,LPS,Garden
A_C23,154,1,LPS,Garden
A_C24,154,1,LPS,Garden
A_C25,154,1,LPS,Garden
A_C26,154,0,LPS,Garden
A_C27,154,0,LPS,Garden
A_C28,154,1,LPS,Garden
A_C29,154,1,LPS,Garden
A_C30,154,0,LPS,Garden
A_C31,154,0,LPS,Garden
A_C32,154,1,LPS,Garden
A_C33,154,0,LPS,Garden
A_C34,154,1,LPS,Garden
A_C35,154,0,LPS,Garden
A_C36,154,1,LPS,Garden
A_C37,154,0,LPS,Garden
A_C38,154,0,LPS,Garden
A_D1,154,1,LPS,Garden
A_D2,154,0,LPS,Garden
A_D3,154,1,LPS,Garden
A_D4,154,0,LPS,Garden
A_D5,154,0,LPS,Garden
A_D6,154,1,LPS,Garden
A_D7,154,1,LPS,Garden
A_D8,154,1,LPS,Garden
A_D9,154,0,LPS,Garden
A_D10,154,1,LPS,Garden
A_D11,154,1,LPS,Garden
A_D12,154,1,LPS,Garden
A_D13,154,1,LPS,Garden
A_D14,154,1,LPS,Garden
A_D15,154,0,LPS,Garden
A_D16,154,1,LPS,Garden
A_D17,154,0,LPS,Garden
A_D18,154,1,LPS,Garden
A_D19,154,0,LPS,Garden
A_D20,154,1,LPS,Garden
A_D21,154,1,LPS,Garden
A_D22,154,1,LPS,Garden
A_D23,154,1,LPS,Garden
A_D24,154,1,LPS,Garden
A_D25,154,0,LPS,Garden
A_D26,154,0,LPS,Garden
A_D27,154,1,LPS,Garden
A_D28,154,1,LPS,Garden
A_D29,154,1,LPS,Garden
A_D30,154,1,LPS,Garden
A_D31,154,1,LPS,Garden
A_D32,154,1,LPS,Garden
A_A1,156,1,Ringers,Garden
A_A2,156,1,Ringers,Garden
A_A3,156,1,Ringers,Garden
A_A4,156,0,Ringers,Garden
A_A5,156,1,Ringers,Garden
A_A6,156,1,Ringers,Garden
A_A7,156,1,Ringers,Garden
A_A8,156,1,Ringers,Garden
A_A9,156,0,Ringers,Garden
A_A10,156,0,Ringers,Garden
A_A11,156,1,Ringers,Garden
A_A12,156,0,Ringers,Garden
A_A13,156,0,Ringers,Garden
A_A14,156,1,Ringers,Garden
A_A15,156,0,Ringers,Garden
A_A16,156,1,Ringers,Garden
A_A17,156,0,Ringers,Garden
A_A18,156,0,Ringers,Garden
A_A19,156,1,Ringers,Garden
A_A20,156,1,Ringers,Garden
A_A21,156,1,Ringers,Garden
A_A22,156,1,Ringers,Garden
A_A23,156,1,Ringers,Garden
A_A24,156,0,Ringers,Garden
A_A25,156,1,Ringers,Garden
A_A26,156,1,Ringers,Garden
A_A27,156,0,Ringers,Garden
A_A28,156,1,Ringers,Garden
A_A29,156,1,Ringers,Garden
A_A30,156,1,Ringers,Garden
A_A31,156,1,Ringers,Garden
A_A32,156,1,Ringers,Garden
A_B1,156,1,Ringers,Garden
A_B2,156,1,Ringers,Garden
A_B3,156,1,Ringers,Garden
A_B4,156,1,Ringers,Garden
A_B5,156,0,Ringers,Garden
A_B6,156,1,Ringers,Garden
A_B7,156,1,Ringers,Garden
A_B8,156,0,Ringers,Garden
A_B9,156,1,Ringers,Garden
A_B10,156,1,Ringers,Garden
A_B11,156,0,Ringers,Garden
A_B12,156,0,Ringers,Garden
A_B13,156,1,Ringers,Garden
A_B14,156,1,Ringers,Garden
A_B15,156,1,Ringers,Garden
A_B16,156,1,Ringers,Garden
A_B17,156,1,Ringers,Garden
A_B18,156,1,Ringers,Garden
A_B19,156,1,Ringers,Garden
A_B20,156,1,Ringers,Garden
A_B21,156,0,Ringers,Garden
A_B22,156,1,Ringers,Garden
A_B23,156,1,Ringers,Garden
A_B24,156,1,Ringers,Garden
A_B25,156,1,Ringers,Garden
A_B26,156,0,Ringers,Garden
A_B27,156,1,Ringers,Garden
A_B28,156,1,Ringers,Garden
A_B29,156,0,Ringers,Garden
A_B30,156,1,Ringers,Garden
A_B31,156,1,Ringers,Garden
A_B32,156,1,Ringers,Garden
A_B33,156,1,Ringers,Garden
A_B34,156,1,Ringers,Garden
A_B35,156,1,Ringers,Garden
A_B36,156,0,Ringers,Garden
A_B37,156,1,Ringers,Garden
A_B38,156,1,Ringers,Garden
A_C1,156,1,LPS,Garden
A_C2,156,1,LPS,Garden
A_C3,156,0,LPS,Garden
A_C4,156,1,LPS,Garden
A_C5,156,1,LPS,Garden
A_C6,156,0,LPS,Garden
A_C7,156,0,LPS,Garden
A_C8,156,1,LPS,Garden
A_C9,156,1,LPS,Garden
A_C10,156,0,LPS,Garden
A_C11,156,1,LPS,Garden
A_C12,156,1,LPS,Garden
A_C13,156,0,LPS,Garden
A_C14,156,1,LPS,Garden
A_C15,156,1,LPS,Garden
A_C16,156,1,LPS,Garden
A_C17,156,1,LPS,Garden
A_C18,156,1,LPS,Garden
A_C19,156,1,LPS,Garden
A_C20,156,1,LPS,Garden
A_C21,156,1,LPS,Garden
A_C22,156,0,LPS,Garden
A_C23,156,1,LPS,Garden
A_C24,156,1,LPS,Garden
A_C25,156,1,LPS,Garden
A_C26,156,0,LPS,Garden
A_C27,156,0,LPS,Garden
A_C28,156,1,LPS,Garden
A_C29,156,1,LPS,Garden
A_C30,156,0,LPS,Garden
A_C31,156,1,LPS,Garden
A_C32,156,1,LPS,Garden
A_C33,156,0,LPS,Garden
A_C34,156,1,LPS,Garden
A_C35,156,0,LPS,Garden
A_C36,156,1,LPS,Garden
A_C37,156,0,LPS,Garden
A_C38,156,1,LPS,Garden
A_D1,156,1,LPS,Garden
A_D2,156,0,LPS,Garden
A_D3,156,1,LPS,Garden
A_D4,156,0,LPS,Garden
A_D5,156,0,LPS,Garden
A_D6,156,1,LPS,Garden
A_D7,156,0,LPS,Garden
A_D8,156,1,LPS,Garden
A_D9,156,0,LPS,Garden
A_D10,156,1,LPS,Garden
A_D11,156,1,LPS,Garden
A_D12,156,1,LPS,Garden
A_D13,156,1,LPS,Garden
A_D14,156,1,LPS,Garden
A_D15,156,0,LPS,Garden
A_D16,156,1,LPS,Garden
A_D17,156,1,LPS,Garden
A_D18,156,1,LPS,Garden
A_D19,156,0,LPS,Garden
A_D20,156,0,LPS,Garden
A_D21,156,1,LPS,Garden
A_D22,156,1,LPS,Garden
A_D23,156,1,LPS,Garden
A_D24,156,1,LPS,Garden
A_D25,156,0,LPS,Garden
A_D26,156,0,LPS,Garden
A_D27,156,1,LPS,Garden
A_D28,156,0,LPS,Garden
A_D29,156,1,LPS,Garden
A_D30,156,1,LPS,Garden
A_D31,156,1,LPS,Garden
A_D32,156,1,LPS,Garden
A_A1,158,1,Ringers,Garden
A_A2,158,1,Ringers,Garden
A_A3,158,1,Ringers,Garden
A_A4,158,0,Ringers,Garden
A_A5,158,1,Ringers,Garden
A_A6,158,1,Ringers,Garden
A_A7,158,1,Ringers,Garden
A_A8,158,1,Ringers,Garden
A_A9,158,0,Ringers,Garden
A_A10,158,0,Ringers,Garden
A_A11,158,1,Ringers,Garden
A_A12,158,0,Ringers,Garden
A_A13,158,0,Ringers,Garden
A_A14,158,1,Ringers,Garden
A_A15,158,0,Ringers,Garden
A_A16,158,1,Ringers,Garden
A_A17,158,0,Ringers,Garden
A_A18,158,1,Ringers,Garden
A_A19,158,1,Ringers,Garden
A_A20,158,1,Ringers,Garden
A_A21,158,1,Ringers,Garden
A_A22,158,1,Ringers,Garden
A_A23,158,1,Ringers,Garden
A_A24,158,0,Ringers,Garden
A_A25,158,1,Ringers,Garden
A_A26,158,1,Ringers,Garden
A_A27,158,0,Ringers,Garden
A_A28,158,1,Ringers,Garden
A_A29,158,1,Ringers,Garden
A_A30,158,1,Ringers,Garden
A_A31,158,1,Ringers,Garden
A_A32,158,1,Ringers,Garden
A_B1,158,1,Ringers,Garden
A_B2,158,1,Ringers,Garden
A_B3,158,1,Ringers,Garden
A_B4,158,1,Ringers,Garden
A_B5,158,0,Ringers,Garden
A_B6,158,1,Ringers,Garden
A_B7,158,1,Ringers,Garden
A_B8,158,1,Ringers,Garden
A_B9,158,1,Ringers,Garden
A_B10,158,1,Ringers,Garden
A_B11,158,0,Ringers,Garden
A_B12,158,0,Ringers,Garden
A_B13,158,1,Ringers,Garden
A_B14,158,0,Ringers,Garden
A_B15,158,0,Ringers,Garden
A_B16,158,1,Ringers,Garden
A_B17,158,1,Ringers,Garden
A_B18,158,1,Ringers,Garden
A_B19,158,1,Ringers,Garden
A_B20,158,1,Ringers,Garden
A_B21,158,0,Ringers,Garden
A_B22,158,1,Ringers,Garden
A_B23,158,1,Ringers,Garden
A_B24,158,1,Ringers,Garden
A_B25,158,1,Ringers,Garden
A_B26,158,1,Ringers,Garden
A_B27,158,1,Ringers,Garden
A_B28,158,0,Ringers,Garden
A_B29,158,0,Ringers,Garden
A_B30,158,1,Ringers,Garden
A_B31,158,1,Ringers,Garden
A_B32,158,1,Ringers,Garden
A_B33,158,1,Ringers,Garden
A_B34,158,1,Ringers,Garden
A_B35,158,1,Ringers,Garden
A_B36,158,0,Ringers,Garden
A_B37,158,1,Ringers,Garden
A_B38,158,1,Ringers,Garden
A_C1,158,1,LPS,Garden
A_C2,158,1,LPS,Garden
A_C3,158,1,LPS,Garden
A_C4,158,1,LPS,Garden
A_C5,158,1,LPS,Garden
A_C6,158,0,LPS,Garden
A_C7,158,0,LPS,Garden
A_C8,158,1,LPS,Garden
A_C9,158,1,LPS,Garden
A_C10,158,0,LPS,Garden
A_C11,158,1,LPS,Garden
A_C12,158,1,LPS,Garden
A_C13,158,0,LPS,Garden
A_C14,158,1,LPS,Garden
A_C15,158,1,LPS,Garden
A_C16,158,1,LPS,Garden
A_C17,158,1,LPS,Garden
A_C18,158,1,LPS,Garden
A_C19,158,1,LPS,Garden
A_C20,158,1,LPS,Garden
A_C21,158,1,LPS,Garden
A_C22,158,0,LPS,Garden
A_C23,158,0,LPS,Garden
A_C24,158,1,LPS,Garden
A_C25,158,1,LPS,Garden
A_C26,158,0,LPS,Garden
A_C27,158,0,LPS,Garden
A_C28,158,1,LPS,Garden
A_C29,158,1,LPS,Garden
A_C30,158,0,LPS,Garden
A_C31,158,0,LPS,Garden
A_C32,158,1,LPS,Garden
A_C33,158,1,LPS,Garden
A_C34,158,1,LPS,Garden
A_C35,158,0,LPS,Garden
A_C36,158,1,LPS,Garden
A_C37,158,0,LPS,Garden
A_C38,158,1,LPS,Garden
A_D1,158,1,LPS,Garden
A_D2,158,0,LPS,Garden
A_D3,158,1,LPS,Garden
A_D4,158,0,LPS,Garden
A_D5,158,0,LPS,Garden
A_D6,158,1,LPS,Garden
A_D7,158,1,LPS,Garden
A_D8,158,1,LPS,Garden
A_D9,158,0,LPS,Garden
A_D10,158,1,LPS,Garden
A_D11,158,1,LPS,Garden
A_D12,158,1,LPS,Garden
A_D13,158,0,LPS,Garden
A_D14,158,1,LPS,Garden
A_D15,158,0,LPS,Garden
A_D16,158,1,LPS,Garden
A_D17,158,0,LPS,Garden
A_D18,158,1,LPS,Garden
A_D19,158,0,LPS,Garden
A_D20,158,1,LPS,Garden
A_D21,158,1,LPS,Garden
A_D22,158,0,LPS,Garden
A_D23,158,1,LPS,Garden
A_D24,158,1,LPS,Garden
A_D25,158,0,LPS,Garden
A_D26,158,0,LPS,Garden
A_D27,158,1,LPS,Garden
A_D28,158,1,LPS,Garden
A_D29,158,1,LPS,Garden
A_D30,158,1,LPS,Garden
A_D31,158,1,LPS,Garden
A_D32,158,1,LPS,Garden
A_A1,160,1,Ringers,Garden
A_A2,160,1,Ringers,Garden
A_A3,160,1,Ringers,Garden
A_A4,160,0,Ringers,Garden
A_A5,160,1,Ringers,Garden
A_A6,160,1,Ringers,Garden
A_A7,160,1,Ringers,Garden
A_A8,160,1,Ringers,Garden
A_A9,160,0,Ringers,Garden
A_A10,160,0,Ringers,Garden
A_A11,160,1,Ringers,Garden
A_A12,160,0,Ringers,Garden
A_A13,160,0,Ringers,Garden
A_A14,160,1,Ringers,Garden
A_A15,160,0,Ringers,Garden
A_A16,160,1,Ringers,Garden
A_A17,160,0,Ringers,Garden
A_A18,160,0,Ringers,Garden
A_A19,160,1,Ringers,Garden
A_A20,160,1,Ringers,Garden
A_A21,160,1,Ringers,Garden
A_A22,160,1,Ringers,Garden
A_A23,160,1,Ringers,Garden
A_A24,160,0,Ringers,Garden
A_A25,160,1,Ringers,Garden
A_A26,160,1,Ringers,Garden
A_A27,160,0,Ringers,Garden
A_A28,160,1,Ringers,Garden
A_A29,160,1,Ringers,Garden
A_A30,160,1,Ringers,Garden
A_A31,160,1,Ringers,Garden
A_A32,160,1,Ringers,Garden
A_B1,160,1,Ringers,Garden
A_B2,160,1,Ringers,Garden
A_B3,160,1,Ringers,Garden
A_B4,160,1,Ringers,Garden
A_B5,160,0,Ringers,Garden
A_B6,160,1,Ringers,Garden
A_B7,160,1,Ringers,Garden
A_B8,160,1,Ringers,Garden
A_B9,160,1,Ringers,Garden
A_B10,160,1,Ringers,Garden
A_B11,160,0,Ringers,Garden
A_B12,160,1,Ringers,Garden
A_B13,160,1,Ringers,Garden
A_B14,160,1,Ringers,Garden
A_B15,160,1,Ringers,Garden
A_B16,160,1,Ringers,Garden
A_B17,160,1,Ringers,Garden
A_B18,160,1,Ringers,Garden
A_B19,160,1,Ringers,Garden
A_B20,160,1,Ringers,Garden
A_B21,160,0,Ringers,Garden
A_B22,160,1,Ringers,Garden
A_B23,160,1,Ringers,Garden
A_B24,160,1,Ringers,Garden
A_B25,160,1,Ringers,Garden
A_B26,160,1,Ringers,Garden
A_B27,160,1,Ringers,Garden
A_B28,160,1,Ringers,Garden
A_B29,160,0,Ringers,Garden
A_B30,160,1,Ringers,Garden
A_B31,160,1,Ringers,Garden
A_B32,160,1,Ringers,Garden
A_B33,160,1,Ringers,Garden
A_B34,160,1,Ringers,Garden
A_B35,160,1,Ringers,Garden
A_B36,160,0,Ringers,Garden
A_B37,160,1,Ringers,Garden
A_B38,160,1,Ringers,Garden
A_C1,160,1,LPS,Garden
A_C2,160,1,LPS,Garden
A_C3,160,1,LPS,Garden
A_C4,160,1,LPS,Garden
A_C5,160,1,LPS,Garden
A_C6,160,0,LPS,Garden
A_C7,160,0,LPS,Garden
A_C8,160,1,LPS,Garden
A_C9,160,1,LPS,Garden
A_C10,160,0,LPS,Garden
A_C11,160,1,LPS,Garden
A_C12,160,1,LPS,Garden
A_C13,160,1,LPS,Garden
A_C14,160,1,LPS,Garden
A_C15,160,1,LPS,Garden
A_C16,160,1,LPS,Garden
A_C17,160,1,LPS,Garden
A_C18,160,1,LPS,Garden
A_C19,160,1,LPS,Garden
A_C20,160,1,LPS,Garden
A_C21,160,1,LPS,Garden
A_C22,160,0,LPS,Garden
A_C23,160,1,LPS,Garden
A_C24,160,1,LPS,Garden
A_C25,160,1,LPS,Garden
A_C26,160,0,LPS,Garden
A_C27,160,0,LPS,Garden
A_C28,160,1,LPS,Garden
A_C29,160,1,LPS,Garden
A_C30,160,0,LPS,Garden
A_C31,160,0,LPS,Garden
A_C32,160,1,LPS,Garden
A_C33,160,0,LPS,Garden
A_C34,160,1,LPS,Garden
A_C35,160,0,LPS,Garden
A_C36,160,1,LPS,Garden
A_C37,160,1,LPS,Garden
A_C38,160,1,LPS,Garden
A_D1,160,1,LPS,Garden
A_D2,160,0,LPS,Garden
A_D3,160,1,LPS,Garden
A_D4,160,0,LPS,Garden
A_D5,160,0,LPS,Garden
A_D6,160,0,LPS,Garden
A_D7,160,1,LPS,Garden
A_D8,160,1,LPS,Garden
A_D9,160,0,LPS,Garden
A_D10,160,1,LPS,Garden
A_D11,160,1,LPS,Garden
A_D12,160,1,LPS,Garden
A_D13,160,0,LPS,Garden
A_D14,160,1,LPS,Garden
A_D15,160,0,LPS,Garden
A_D16,160,1,LPS,Garden
A_D17,160,1,LPS,Garden
A_D18,160,1,LPS,Garden
A_D19,160,0,LPS,Garden
A_D20,160,1,LPS,Garden
A_D21,160,1,LPS,Garden
A_D22,160,1,LPS,Garden
A_D23,160,1,LPS,Garden
A_D24,160,1,LPS,Garden
A_D25,160,0,LPS,Garden
A_D26,160,0,LPS,Garden
A_D27,160,0,LPS,Garden
A_D28,160,1,LPS,Garden
A_D29,160,1,LPS,Garden
A_D30,160,1,LPS,Garden
A_D31,160,1,LPS,Garden
A_D32,160,1,LPS,Garden
A_A1,162,1,Ringers,Garden
A_A2,162,1,Ringers,Garden
A_A3,162,1,Ringers,Garden
A_A4,162,0,Ringers,Garden
A_A5,162,1,Ringers,Garden
A_A6,162,1,Ringers,Garden
A_A7,162,1,Ringers,Garden
A_A8,162,1,Ringers,Garden
A_A9,162,0,Ringers,Garden
A_A10,162,0,Ringers,Garden
A_A11,162,1,Ringers,Garden
A_A12,162,0,Ringers,Garden
A_A13,162,0,Ringers,Garden
A_A14,162,1,Ringers,Garden
A_A15,162,0,Ringers,Garden
A_A16,162,1,Ringers,Garden
A_A17,162,0,Ringers,Garden
A_A18,162,0,Ringers,Garden
A_A19,162,1,Ringers,Garden
A_A20,162,1,Ringers,Garden
A_A21,162,1,Ringers,Garden
A_A22,162,1,Ringers,Garden
A_A23,162,1,Ringers,Garden
A_A24,162,0,Ringers,Garden
A_A25,162,1,Ringers,Garden
A_A26,162,1,Ringers,Garden
A_A27,162,0,Ringers,Garden
A_A28,162,1,Ringers,Garden
A_A29,162,1,Ringers,Garden
A_A30,162,1,Ringers,Garden
A_A31,162,1,Ringers,Garden
A_A32,162,1,Ringers,Garden
A_B1,162,1,Ringers,Garden
A_B2,162,1,Ringers,Garden
A_B3,162,1,Ringers,Garden
A_B4,162,1,Ringers,Garden
A_B5,162,0,Ringers,Garden
A_B6,162,1,Ringers,Garden
A_B7,162,1,Ringers,Garden
A_B8,162,1,Ringers,Garden
A_B9,162,1,Ringers,Garden
A_B10,162,1,Ringers,Garden
A_B11,162,0,Ringers,Garden
A_B12,162,1,Ringers,Garden
A_B13,162,1,Ringers,Garden
A_B14,162,1,Ringers,Garden
A_B15,162,0,Ringers,Garden
A_B16,162,1,Ringers,Garden
A_B17,162,1,Ringers,Garden
A_B18,162,1,Ringers,Garden
A_B19,162,0,Ringers,Garden
A_B20,162,1,Ringers,Garden
A_B21,162,0,Ringers,Garden
A_B22,162,1,Ringers,Garden
A_B23,162,1,Ringers,Garden
A_B24,162,1,Ringers,Garden
A_B25,162,1,Ringers,Garden
A_B26,162,1,Ringers,Garden
A_B27,162,1,Ringers,Garden
A_B28,162,1,Ringers,Garden
A_B29,162,0,Ringers,Garden
A_B30,162,1,Ringers,Garden
A_B31,162,1,Ringers,Garden
A_B32,162,1,Ringers,Garden
A_B33,162,1,Ringers,Garden
A_B34,162,1,Ringers,Garden
A_B35,162,1,Ringers,Garden
A_B36,162,0,Ringers,Garden
A_B37,162,1,Ringers,Garden
A_B38,162,1,Ringers,Garden
A_C1,162,1,LPS,Garden
A_C2,162,1,LPS,Garden
A_C3,162,1,LPS,Garden
A_C4,162,1,LPS,Garden
A_C5,162,1,LPS,Garden
A_C6,162,0,LPS,Garden
A_C7,162,0,LPS,Garden
A_C8,162,1,LPS,Garden
A_C9,162,1,LPS,Garden
A_C10,162,0,LPS,Garden
A_C11,162,1,LPS,Garden
A_C12,162,1,LPS,Garden
A_C13,162,1,LPS,Garden
A_C14,162,1,LPS,Garden
A_C15,162,1,LPS,Garden
A_C16,162,1,LPS,Garden
A_C17,162,1,LPS,Garden
A_C18,162,1,LPS,Garden
A_C19,162,1,LPS,Garden
A_C20,162,1,LPS,Garden
A_C21,162,0,LPS,Garden
A_C22,162,0,LPS,Garden
A_C23,162,0,LPS,Garden
A_C24,162,1,LPS,Garden
A_C25,162,1,LPS,Garden
A_C26,162,1,LPS,Garden
A_C27,162,0,LPS,Garden
A_C28,162,1,LPS,Garden
A_C29,162,1,LPS,Garden
A_C30,162,0,LPS,Garden
A_C31,162,0,LPS,Garden
A_C32,162,1,LPS,Garden
A_C33,162,0,LPS,Garden
A_C34,162,1,LPS,Garden
A_C35,162,0,LPS,Garden
A_C36,162,1,LPS,Garden
A_C37,162,0,LPS,Garden
A_C38,162,1,LPS,Garden
A_D1,162,1,LPS,Garden
A_D2,162,0,LPS,Garden
A_D3,162,1,LPS,Garden
A_D4,162,0,LPS,Garden
A_D5,162,0,LPS,Garden
A_D6,162,0,LPS,Garden
A_D7,162,1,LPS,Garden
A_D8,162,1,LPS,Garden
A_D9,162,0,LPS,Garden
A_D10,162,1,LPS,Garden
A_D11,162,1,LPS,Garden
A_D12,162,1,LPS,Garden
A_D13,162,0,LPS,Garden
A_D14,162,1,LPS,Garden
A_D15,162,0,LPS,Garden
A_D16,162,1,LPS,Garden
A_D17,162,1,LPS,Garden
A_D18,162,1,LPS,Garden
A_D19,162,0,LPS,Garden
A_D20,162,0,LPS,Garden
A_D21,162,1,LPS,Garden
A_D22,162,1,LPS,Garden
A_D23,162,1,LPS,Garden
A_D24,162,1,LPS,Garden
A_D25,162,0,LPS,Garden
A_D26,162,0,LPS,Garden
A_D27,162,0,LPS,Garden
A_D28,162,0,LPS,Garden
A_D29,162,1,LPS,Garden
A_D30,162,1,LPS,Garden
A_D31,162,1,LPS,Garden
A_D32,162,1,LPS,Garden
A_A1,164,1,Ringers,Garden
A_A2,164,1,Ringers,Garden
A_A3,164,1,Ringers,Garden
A_A4,164,0,Ringers,Garden
A_A5,164,1,Ringers,Garden
A_A6,164,1,Ringers,Garden
A_A7,164,1,Ringers,Garden
A_A8,164,1,Ringers,Garden
A_A9,164,0,Ringers,Garden
A_A10,164,0,Ringers,Garden
A_A11,164,1,Ringers,Garden
A_A12,164,0,Ringers,Garden
A_A13,164,0,Ringers,Garden
A_A14,164,1,Ringers,Garden
A_A15,164,0,Ringers,Garden
A_A16,164,0,Ringers,Garden
A_A17,164,0,Ringers,Garden
A_A18,164,1,Ringers,Garden
A_A19,164,1,Ringers,Garden
A_A20,164,1,Ringers,Garden
A_A21,164,1,Ringers,Garden
A_A22,164,1,Ringers,Garden
A_A23,164,1,Ringers,Garden
A_A24,164,0,Ringers,Garden
A_A25,164,0,Ringers,Garden
A_A26,164,1,Ringers,Garden
A_A27,164,0,Ringers,Garden
A_A28,164,1,Ringers,Garden
A_A29,164,1,Ringers,Garden
A_A30,164,1,Ringers,Garden
A_A31,164,1,Ringers,Garden
A_A32,164,1,Ringers,Garden
A_B1,164,1,Ringers,Garden
A_B2,164,1,Ringers,Garden
A_B3,164,1,Ringers,Garden
A_B4,164,1,Ringers,Garden
A_B5,164,0,Ringers,Garden
A_B6,164,1,Ringers,Garden
A_B7,164,1,Ringers,Garden
A_B8,164,1,Ringers,Garden
A_B9,164,1,Ringers,Garden
A_B10,164,1,Ringers,Garden
A_B11,164,0,Ringers,Garden
A_B12,164,1,Ringers,Garden
A_B13,164,1,Ringers,Garden
A_B14,164,1,Ringers,Garden
A_B15,164,1,Ringers,Garden
A_B16,164,1,Ringers,Garden
A_B17,164,1,Ringers,Garden
A_B18,164,1,Ringers,Garden
A_B19,164,1,Ringers,Garden
A_B20,164,0,Ringers,Garden
A_B21,164,0,Ringers,Garden
A_B22,164,1,Ringers,Garden
A_B23,164,1,Ringers,Garden
A_B24,164,1,Ringers,Garden
A_B25,164,1,Ringers,Garden
A_B26,164,1,Ringers,Garden
A_B27,164,1,Ringers,Garden
A_B28,164,1,Ringers,Garden
A_B29,164,0,Ringers,Garden
A_B30,164,1,Ringers,Garden
A_B31,164,1,Ringers,Garden
A_B32,164,1,Ringers,Garden
A_B33,164,1,Ringers,Garden
A_B34,164,1,Ringers,Garden
A_B35,164,1,Ringers,Garden
A_B36,164,0,Ringers,Garden
A_B37,164,1,Ringers,Garden
A_B38,164,1,Ringers,Garden
A_C1,164,1,LPS,Garden
A_C2,164,1,LPS,Garden
A_C3,164,1,LPS,Garden
A_C4,164,1,LPS,Garden
A_C5,164,1,LPS,Garden
A_C6,164,0,LPS,Garden
A_C7,164,0,LPS,Garden
A_C8,164,1,LPS,Garden
A_C9,164,1,LPS,Garden
A_C10,164,0,LPS,Garden
A_C11,164,0,LPS,Garden
A_C12,164,1,LPS,Garden
A_C13,164,1,LPS,Garden
A_C14,164,1,LPS,Garden
A_C15,164,1,LPS,Garden
A_C16,164,1,LPS,Garden
A_C17,164,1,LPS,Garden
A_C18,164,1,LPS,Garden
A_C19,164,1,LPS,Garden
A_C20,164,1,LPS,Garden
A_C21,164,0,LPS,Garden
A_C22,164,0,LPS,Garden
A_C23,164,1,LPS,Garden
A_C24,164,1,LPS,Garden
A_C25,164,1,LPS,Garden
A_C26,164,0,LPS,Garden
A_C27,164,0,LPS,Garden
A_C28,164,1,LPS,Garden
A_C29,164,1,LPS,Garden
A_C30,164,0,LPS,Garden
A_C31,164,0,LPS,Garden
A_C32,164,1,LPS,Garden
A_C33,164,0,LPS,Garden
A_C34,164,1,LPS,Garden
A_C35,164,0,LPS,Garden
A_C36,164,0,LPS,Garden
A_C37,164,0,LPS,Garden
A_C38,164,1,LPS,Garden
A_D1,164,1,LPS,Garden
A_D2,164,0,LPS,Garden
A_D3,164,1,LPS,Garden
A_D4,164,0,LPS,Garden
